,Immoweb ID,Property type,property sub-type,Price,Eur/m2,Extra,Post code,Construction year,Building condition,Living area,Kitchen type,Bedrooms,Terrace surface,Energy class,Double glazing,url address,Swimming pool,Garden surface,Garden,Surface of the plot,Municipality,Region
0,9739983,1,PENTHOUSE,476000,3051.2820512820513,,1130,2017,4,156,10.0,3.0,43.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/haren-(bru.)/1130/9739983?searchId=61feb42da931c,,,0.0,,haren-(bru.),Brussels Capital Region
3,9737424,1,PENTHOUSE,399000,3800.0,,1200,1992,3,105,4.0,2.0,42.0,5.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9737424?searchId=61feb42da931c,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
4,9737272,1,PENTHOUSE,499000,3118.75,,1190,2018,4,160,10.0,3.0,11.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/forest/1190/9737272?searchId=61feb42da931c,0.0,,0.0,,forest,Brussels Capital Region
5,9737235,1,PENTHOUSE,1495000,7119.047619047619,,1050,2019,4,210,10.0,4.0,100.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/9737235?searchId=61feb42da931c,,,0.0,,ixelles,Brussels Capital Region
6,9729720,1,PENTHOUSE,179000,2841.2698412698414,,1140,1970,3,63,7.0,1.0,9.0,1.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/9729720?searchId=61feb42da931c,,,0.0,,evere,Brussels Capital Region
7,9729785,1,PENTHOUSE,255000,6071.428571428572,,8370,1976,3,42,4.0,1.0,46.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/blankenberge/8370/9729785?searchId=61feb42da931c,,,0.0,,blankenberge,West Flanders Province
8,9729784,1,PENTHOUSE,255000,6071.428571428572,,8370,1976,3,42,4.0,1.0,46.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/blankenberge/8370/9729784?searchId=61feb42da931c,,,0.0,,blankenberge,West Flanders Province
9,9729780,1,PENTHOUSE,620000,4133.333333333333,,8370,1994,3,150,4.0,3.0,70.0,5.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/blankenberge/8370/9729780?searchId=61feb42da931c,,,0.0,,blankenberge,West Flanders Province
10,9727201,1,PENTHOUSE,379000,3158.3333333333335,,1020,2009,3,120,10.0,2.0,110.0,1.5,,https://www.immoweb.be/en/classified/penthouse/for-sale/laeken/1020/9727201?searchId=61feb42da931c,0.0,,0.0,,laeken,Brussels Capital Region
11,9727139,1,PENTHOUSE,650000,4037.2670807453414,,1170,1979,3,161,10.0,3.0,31.0,3.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/watermael-boitsfort/1170/9727139?searchId=61feb42da931c,0.0,,0.0,,watermael-boitsfort,Brussels Capital Region
14,9725914,1,PENTHOUSE,345000,2225.8064516129034,,1090,2013,4,155,10.0,2.0,31.0,3.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/jette/1090/9725914?searchId=61feb42da931c,10.0,,0.0,,jette,Brussels Capital Region
17,9723417,1,PENTHOUSE,525000,5250.0,,1160,1997,3,100,4.0,2.0,80.0,4.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/auderghem/1160/9723417?searchId=61feb42da931c,0.0,,0.0,,auderghem,Brussels Capital Region
18,9735277,1,PENTHOUSE,699000,5376.923076923077,,1050,2022,4,130,4.0,2.0,39.0,7.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/9735277?searchId=61feb42da931c,0.0,,0.0,,ixelles,Brussels Capital Region
19,9303319,1,PENTHOUSE,270000,3600.0,,1210,1950,4,75,10.0,2.0,,4.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/st-josse-ten-noode/1210/9303319?searchId=61feb42da931c,0.0,,0.0,,st-josse-ten-noode,Brussels Capital Region
20,9671802,1,PENTHOUSE,377000,3307.0175438596493,,1435,2020,4,114,4.0,2.0,25.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/mont-saint-guibert/1435/9671802?searchId=61feb42da931c,0.0,,0.0,,mont-saint-guibert,Walloon Brabant Province
21,9693428,1,PENTHOUSE,389000,4630.952380952381,,1200,2023,4,84,10.0,2.0,12.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9693428?searchId=61feb42da931c,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
22,9634183,1,PENTHOUSE,445000,4158.878504672897,,1410,2020,4,107,10.0,2.0,84.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/waterloo/1410/9634183?searchId=61feb42da931c,0.0,,0.0,,waterloo,Walloon Brabant Province
23,9353900,1,PENTHOUSE,445000,4158.878504672897,,1410,2020,4,107,0.0,2.0,85.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/waterloo/1410/9353900?searchId=61feb42da931c,,,0.0,,waterloo,Walloon Brabant Province
24,8312581,1,PENTHOUSE,455000,3669.3548387096776,,1410,2012,4,124,0.0,3.0,15.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/waterloo/1410/8312581?searchId=61feb42da931c,,,0.0,,waterloo,Walloon Brabant Province
25,9666661,1,PENTHOUSE,700000,5263.1578947368425,,1200,2020,4,133,10.0,2.0,81.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9666661?searchId=61feb42da931c,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
26,9217375,1,PENTHOUSE,1450000,7323.232323232323,,1180,2021,4,198,10.0,3.0,134.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/9217375?searchId=61feb42da931c,0.0,,0.0,,uccle,Brussels Capital Region
27,9683441,1,PENTHOUSE,2500000,9025.270758122744,,1050,2018,4,277,10.0,4.0,111.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/9683441?searchId=61feb42da931c,0.0,,0.0,,ixelles,Brussels Capital Region
28,8952406,1,PENTHOUSE,2500000,9025.270758122744,,1050,2019,4,277,10.0,4.0,111.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/8952406?searchId=61feb42da931c,0.0,,0.0,,ixelles,Brussels Capital Region
29,8935749,1,PENTHOUSE,2500000,9025.270758122744,,1050,2019,4,277,10.0,4.0,111.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/8935749?searchId=61feb42da931c,0.0,,0.0,,ixelles,Brussels Capital Region
30,9554723,1,PENTHOUSE,79000,1025.974025974026,,5370,1995,3,77,7.0,2.0,,5.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/havelange/5370/9554723?searchId=61feb43158968,,,0.0,,havelange,Namur Province
44,9594841,1,PENTHOUSE,199000,2313.953488372093,,4590,2009,3,86,7.0,2.0,42.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ouffet/4590/9594841?searchId=61feb43158968,,,0.0,,ouffet,Liège Province
50,9692450,1,PENTHOUSE,219500,2090.4761904761904,,4280,2009,3,105,4.0,2.0,9.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/hannut/4280/9692450?searchId=61feb43158968,,,0.0,,hannut,Liège Province
79,9472714,1,PENTHOUSE,315000,3705.8823529411766,,1932,2009,3,85,10.0,2.0,9.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-stevens-woluwe/1932/9472714?searchId=61feb432d1ae2,,,0.0,,sint-stevens-woluwe,Flemish Brabant Province
89,9348575,1,PENTHOUSE,369000,4241.379310344828,,1200,1970,4,87,10.0,2.0,30.0,4.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9348575?searchId=61feb432d1ae2,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
92,9520499,1,PENTHOUSE,399000,1697.872340425532,,4620,1992,4,235,10.0,4.0,276.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/fleron/4620/9520499?searchId=61feb4355ff7b,0.0,,0.0,,fleron,Liège Province
99,9636671,1,PENTHOUSE,475000,3653.846153846154,,1200,1951,3,130,7.0,3.0,30.0,1.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9636671?searchId=61feb4355ff7b,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
105,9441203,1,PENTHOUSE,567000,3780.0,,1950,1962,3,150,10.0,3.0,12.0,5.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/kraainem/1950/9441203?searchId=61feb4355ff7b,0.0,50.0,1.0,,kraainem,Flemish Brabant Province
112,9699657,1,PENTHOUSE,690000,3854.7486033519554,,1150,1960,1,179,4.0,3.0,76.0,1.5,,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/9699657?searchId=61feb4355ff7b,,,0.0,,woluwe-saint-pierre,Brussels Capital Region
126,9729139,1,PENTHOUSE,250000,5813.953488372093,,1000,1993,3,43,10.0,1.0,100.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/9729139?searchId=61feb436ef06d,0.0,,0.0,,bruxelles,Brussels Capital Region
127,9717709,1,PENTHOUSE,995000,3726.5917602996255,,2320,2015,4,267,4.0,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/hoogstraten/2320/9717709?searchId=61feb436ef06d,,,,,hoogstraten,Antwerp Province
130,9586988,1,PENTHOUSE,190000,2968.75,,1200,1972,2,64,4.0,1.0,11.0,3.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9586988?searchId=61feb436ef06d,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
131,9711655,1,PENTHOUSE,235000,2974.6835443037976,,9170,2011,3,79,4.0,2.0,6.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/de-klinge/9170/9711655?searchId=61feb436ef06d,,,0.0,,de-klinge,East Flanders Province
132,9447352,1,PENTHOUSE,279000,2179.6875,,4020,1950,3,128,7.0,2.0,45.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/liege/4020/9447352?searchId=61feb436ef06d,0.0,,0.0,,liege,Liège Province
133,9625674,1,PENTHOUSE,295000,3277.777777777778,,1120,1960,4,90,4.0,2.0,70.0,1.5,,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1120/9625674?searchId=61feb436ef06d,0.0,,0.0,,bruxelles,Brussels Capital Region
134,9584170,1,PENTHOUSE,299000,2718.181818181818,,1070,2013,3,110,10.0,2.0,,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/9584170?searchId=61feb436ef06d,0.0,,0.0,,anderlecht,Brussels Capital Region
135,9531447,1,PENTHOUSE,325000,2731.09243697479,,1070,2016,4,119,10.0,3.0,10.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/9531447?searchId=61feb436ef06d,0.0,,0.0,,anderlecht,Brussels Capital Region
136,9609924,1,PENTHOUSE,329000,4445.945945945946,,1200,1970,4,74,10.0,2.0,2.0,1.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9609924?searchId=61feb436ef06d,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
137,9708872,1,PENTHOUSE,445000,4278.846153846154,,1200,2013,4,104,10.0,3.0,28.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9708872?searchId=61feb436ef06d,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
138,9228239,1,PENTHOUSE,450000,6716.417910447762,,1000,2018,4,67,10.0,1.0,17.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/9228239?searchId=61feb436ef06d,0.0,,0.0,,bruxelles,Brussels Capital Region
139,9702945,1,PENTHOUSE,498000,5242.105263157895,,1200,2017,4,95,10.0,2.0,50.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-lambrechts-woluwe/1200/9702945?searchId=61feb436ef06d,0.0,,0.0,,sint-lambrechts-woluwe,Brussels Capital Region
140,9607277,1,PENTHOUSE,565000,4248.12030075188,,2000,1924,4,133,10.0,2.0,25.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/9607277?searchId=61feb436ef06d,,,0.0,,antwerpen,Antwerp Province
141,9694698,1,PENTHOUSE,599000,4278.571428571428,,1150,1977,2,140,10.0,3.0,64.0,5.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/9694698?searchId=61feb436ef06d,0.0,,0.0,,woluwe-saint-pierre,Brussels Capital Region
142,9644022,1,PENTHOUSE,699000,5376.923076923077,,1050,1930,4,130,10.0,3.0,18.0,4.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/9644022?searchId=61feb436ef06d,0.0,,0.0,,ixelles,Brussels Capital Region
143,9422049,1,PENTHOUSE,1290000,4690.909090909091,,1180,1966,2,275,7.0,5.0,250.0,1.5,,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/9422049?searchId=61feb436ef06d,0.0,,0.0,,uccle,Brussels Capital Region
144,8848361,1,PENTHOUSE,1950000,8628.318584070796,,1000,2019,4,226,10.0,3.0,66.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/8848361?searchId=61feb436ef06d,0.0,,0.0,,bruxelles,Brussels Capital Region
145,9502075,1,PENTHOUSE,4850000,29393.939393939392,,8300,1979,4,165,10.0,3.0,90.0,6.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/knokke-heist/8300/9502075?searchId=61feb436ef06d,0.0,,0.0,,knokke-heist,West Flanders Province
152,9714940,1,PENTHOUSE,598000,4181.818181818182,,1140,2022,4,143,10.0,3.0,103.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/9714940?searchId=61feb438a295e,0.0,26.0,1.0,,evere,Brussels Capital Region
153,8950148,1,PENTHOUSE,1550000,7110.091743119266,,1933,2020,4,218,10.0,4.0,85.0,7.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sterrebeek/1933/8950148?searchId=61feb438a295e,0.0,,0.0,,sterrebeek,Flemish Brabant Province
154,8950252,1,PENTHOUSE,1750000,8027.522935779816,,1933,2020,4,218,10.0,3.0,122.0,7.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sterrebeek/1933/8950252?searchId=61feb438a295e,0.0,,0.0,,sterrebeek,Flemish Brabant Province
155,8943103,1,PENTHOUSE,2950000,11434.108527131782,,1933,2020,4,258,10.0,3.0,85.0,7.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sterrebeek/1933/8943103?searchId=61feb438a295e,0.0,,0.0,,sterrebeek,Flemish Brabant Province
156,9736600,1,PENTHOUSE,495000,1004.0567951318459,,9200,1984,3,493,7.0,4.0,25.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-gillis-dendermonde/9200/9736600?searchId=61feb438a295e,,,0.0,,sint-gillis-dendermonde,East Flanders Province
157,9736599,1,PENTHOUSE,495000,1004.0567951318459,,9200,1984,3,493,7.0,4.0,25.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-gillis-dendermonde/9200/9736599?searchId=61feb438a295e,,,0.0,,sint-gillis-dendermonde,East Flanders Province
158,9698614,1,PENTHOUSE,249000,4527.272727272727,,1080,1973,3,55,4.0,1.0,44.0,1.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-jans-molenbeek/1080/9698614?searchId=61feb438a295e,,,0.0,,sint-jans-molenbeek,Brussels Capital Region
159,9712984,1,PENTHOUSE,410000,3333.3333333333335,,1120,1996,3,123,10.0,2.0,111.0,4.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/neder-over-heembeek/1120/9712984?searchId=61feb438a295e,0.0,,0.0,,neder-over-heembeek,Brussels Capital Region
160,9641252,1,PENTHOUSE,445000,3156.028368794326,,1080,2004,3,141,4.0,2.0,140.0,1.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/9641252?searchId=61feb438a295e,0.0,,0.0,,molenbeek-saint-jean,Brussels Capital Region
161,9339750,1,PENTHOUSE,499000,5091.836734693878,,8310,0,4,98,10.0,2.0,28.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-kruis/8310/9339750?searchId=61feb438a295e,0.0,,0.0,,sint-kruis,West Flanders Province
162,9739985,1,PENTHOUSE,476000,3051.2820512820513,,1130,2017,4,156,10.0,3.0,43.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/haren-(bru.)/1130/9739985?searchId=61feb438a295e,,,0.0,,haren-(bru.),Brussels Capital Region
163,9739986,1,PENTHOUSE,476000,3051.2820512820513,,1140,2017,4,156,10.0,3.0,43.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/9739986?searchId=61feb438a295e,,,0.0,,evere,Brussels Capital Region
164,9739984,1,PENTHOUSE,476000,3051.2820512820513,,1140,2017,4,156,10.0,3.0,43.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/9739984?searchId=61feb438a295e,,,0.0,,evere,Brussels Capital Region
165,9662757,1,PENTHOUSE,385000,3500.0,,1090,2021,4,110,10.0,2.0,8.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/jette/1090/9662757?searchId=61feb438a295e,0.0,,0.0,,jette,Brussels Capital Region
166,9601079,1,PENTHOUSE,545000,4866.071428571428,,1180,2021,4,112,10.0,2.0,20.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/9601079?searchId=61feb438a295e,0.0,,0.0,,uccle,Brussels Capital Region
167,9073373,1,PENTHOUSE,980000,6322.580645161291,,1040,1912,4,155,10.0,3.0,16.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/9073373?searchId=61feb438a295e,0.0,,0.0,,etterbeek,Brussels Capital Region
168,9073360,1,PENTHOUSE,990000,5928.143712574851,,1040,1912,4,167,10.0,3.0,23.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/9073360?searchId=61feb438a295e,0.0,,0.0,,etterbeek,Brussels Capital Region
169,9700280,1,PENTHOUSE,1350000,7500.0,,1180,2019,4,180,10.0,3.0,36.0,,,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/9700280?searchId=61feb438a295e,0.0,,0.0,,uccle,Brussels Capital Region
170,9700277,1,PENTHOUSE,1450000,7323.232323232323,,1180,2020,4,198,10.0,3.0,135.0,,,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/9700277?searchId=61feb438a295e,0.0,,0.0,,uccle,Brussels Capital Region
171,9365072,1,PENTHOUSE,1450000,7323.232323232323,,1180,2021,4,198,10.0,3.0,135.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/9365072?searchId=61feb438a295e,0.0,,0.0,,uccle,Brussels Capital Region
172,9350594,1,PENTHOUSE,2150000,9227.467811158798,,1180,2023,4,233,10.0,3.0,100.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/9350594?searchId=61feb438a295e,0.0,,0.0,,uccle,Brussels Capital Region
173,9396774,1,PENTHOUSE,415000,4278.350515463918,,1000,2021,4,97,10.0,2.0,60.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/9396774?searchId=61feb438a295e,0.0,,0.0,,bruxelles,Brussels Capital Region
174,8848345,1,PENTHOUSE,975000,4431.818181818182,,1040,2022,4,220,10.0,3.0,25.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/8848345?searchId=61feb438a295e,0.0,,0.0,,etterbeek,Brussels Capital Region
175,8894072,1,PENTHOUSE,1350000,7541.899441340782,,1180,2022,4,179,10.0,3.0,36.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/8894072?searchId=61feb438a295e,0.0,,0.0,,uccle,Brussels Capital Region
176,9737247,1,PENTHOUSE,750000,6302.5210084033615,,1160,2018,4,119,10.0,2.0,95.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/auderghem/1160/9737247?searchId=61feb438a295e,0.0,,0.0,,auderghem,Brussels Capital Region
184,9610777,1,PENTHOUSE,1295000,3337.6288659793813,,9000,2021,4,388,,3.0,120.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/9610777?searchId=61feb43a2b1cd,0.0,,,,gent,East Flanders Province
185,9248715,1,PENTHOUSE,1395000,4894.736842105263,,1150,0,4,285,10.0,4.0,68.0,7.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/9248715?searchId=61feb43a2b1cd,,,0.0,,woluwe-saint-pierre,Brussels Capital Region
187,9530513,1,PENTHOUSE,79000,1039.4736842105262,,5370,0,3,76,7.0,1.0,,5.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/havelange/5370/9530513?searchId=61feb43a2b1cd,,,0.0,,havelange,Namur Province
188,9692459,1,PENTHOUSE,249000,2621.0526315789475,,8450,1998,3,95,7.0,1.0,,5.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/bredene/8450/9692459?searchId=61feb43a2b1cd,,,0.0,,bredene,West Flanders Province
189,9634127,1,PENTHOUSE,425000,2931.0344827586205,,4000,2010,4,145,10.0,3.0,19.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/liege/4000/9634127?searchId=61feb43a2b1cd,,,0.0,,liege,Liège Province
190,9636073,1,PENTHOUSE,425000,2931.0344827586205,,4020,2010,4,145,10.0,3.0,19.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/liege/4020/9636073?searchId=61feb43a2b1cd,,,0.0,,liege,Liège Province
191,9695062,1,PENTHOUSE,545000,4360.0,,1150,1991,3,125,4.0,3.0,,1.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/9695062?searchId=61feb43a2b1cd,0.0,,0.0,,woluwe-saint-pierre,Brussels Capital Region
192,9620036,1,PENTHOUSE,625000,5208.333333333333,,1160,2008,4,120,10.0,3.0,25.0,4.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/auderghem/1160/9620036?searchId=61feb43a2b1cd,,,0.0,,auderghem,Brussels Capital Region
193,9716656,1,PENTHOUSE,795000,4368.131868131868,,9320,2015,3,182,10.0,3.0,,7.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/erembodegem/9320/9716656?searchId=61feb43a2b1cd,,,0.0,,erembodegem,East Flanders Province
194,9667098,1,PENTHOUSE,1395000,7540.540540540541,,1000,2020,4,185,7.0,3.0,40.0,7.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/9667098?searchId=61feb43a2b1cd,0.0,,0.0,,bruxelles,Brussels Capital Region
195,9557383,1,PENTHOUSE,2470000,22252.252252252252,,8300,1964,3,111,10.0,2.0,90.0,4.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/knokke-heist/8300/9557383?searchId=61feb43a2b1cd,0.0,,0.0,,knokke-heist,West Flanders Province
196,9671849,1,PENTHOUSE,270000,3214.285714285714,,8200,0,4,84,10.0,1.0,,7.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-andries/8200/9671849?searchId=61feb43a2b1cd,0.0,,0.0,,sint-andries,West Flanders Province
197,9690523,1,PENTHOUSE,399000,4807.22891566265,,1200,2018,4,83,10.0,2.0,66.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/9690523?searchId=61feb43a2b1cd,0.0,,0.0,,woluwe-saint-lambert,Brussels Capital Region
198,9730710,1,PENTHOUSE,490000,5444.444444444444,,8670,0,4,90,10.0,2.0,30.0,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/sint-idesbald/8670/9730710?searchId=61feb43a2b1cd,0.0,,0.0,,sint-idesbald,West Flanders Province
200,9740052,1,PENTHOUSE,245000,2041.6666666666667,,4040,0,3,120,,3.0,,6.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/herstal/4040/9740052?searchId=61feb43a2b1cd,,300.0,1.0,,herstal,Liège Province
201,9573552,1,PENTHOUSE,280000,2947.3684210526317,,1140,2005,3,95,4.0,2.0,8.0,4.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/9573552?searchId=61feb43a2b1cd,0.0,,0.0,,evere,Brussels Capital Region
202,9646602,1,PENTHOUSE,575000,3402.3668639053253,,1000,2020,4,169,10.0,3.0,87.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/brussels/1000/9646602?searchId=61feb43a2b1cd,0.0,,0.0,,brussels,Brussels Capital Region
203,9142265,1,PENTHOUSE,3800000,8695.652173913044,,2000,2004,4,437,,5.0,62.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/9142265?searchId=61feb43a2b1cd,,,0.0,,antwerpen,Antwerp Province
204,9727348,1,PENTHOUSE,1249000,6679.144385026738,,1000,2021,4,187,7.0,4.0,73.0,7.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/brussels/1000/9727348?searchId=61feb43a2b1cd,0.0,,0.0,,brussels,Brussels Capital Region
205,9614785,1,PENTHOUSE,599000,3993.3333333333335,,1030,2023,4,150,10.0,2.0,66.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/9614785?searchId=61feb43a2b1cd,0.0,,0.0,,schaerbeek,Brussels Capital Region
206,9167502,1,PENTHOUSE,2500000,9025.270758122744,,1050,2018,4,277,10.0,4.0,111.0,,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/9167502?searchId=61feb43a2b1cd,0.0,,0.0,,ixelles,Brussels Capital Region
207,9717705,1,PENTHOUSE,949000,6326.666666666667,,3920,2004,4,150,4.0,3.0,,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/lommel/3920/9717705?searchId=61feb43a2b1cd,,,0.0,,lommel,Limburg Province
208,9497835,1,PENTHOUSE,219000,2737.5,,2590,1973,4,80,4.0,2.0,,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/berlaar/2590/9497835?searchId=61feb43a2b1cd,0.0,,0.0,,berlaar,Antwerp Province
209,9645395,1,PENTHOUSE,225000,3461.5384615384614,,1030,1920,4,65,4.0,1.0,12.0,3.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/9645395?searchId=61feb43a2b1cd,0.0,,0.0,,schaerbeek,Brussels Capital Region
210,9716693,1,PENTHOUSE,295000,2681.818181818182,,9300,2006,3,110,4.0,2.0,16.0,6.5,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/aalst/9300/9716693?searchId=61feb43bc3093,,,0.0,,aalst,East Flanders Province
211,9688559,1,PENTHOUSE,349000,2684.6153846153848,,1030,0,4,130,10.0,2.0,56.0,5.0,2.0,https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/9688559?searchId=61feb43bc3093,0.0,,0.0,,schaerbeek,Brussels Capital Region
