,Immoweb ID,Property type,property sub-type,Price,Eur/m2,Extra,Post code,Construction year,Building condition,Living area,Kitchen type,Bedrooms,Terrace surface,Energy class,Double glazing,url address,Swimming pool,Garden surface,Garden,Surface of the plot,Municipality,Region
2783,9626846,2,APARTMENT_BLOCK,335000,867.8756476683938,,4800,0,1,386,,18.0,,3.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/verviers/4800/9626846?searchId=61ff65254fa24,,,0.0,0.013589249852740067,verviers,Liège Province
2787,9702333,2,APARTMENT_BLOCK,1950000,2326.9689737470167,,2950,0,1,838,4.0,15.0,,6.5,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/kapellen/2950/9702333?searchId=61ff65254fa24,,,,0.10489040760860205,kapellen,Antwerp Province
2788,9334145,2,APARTMENT_BLOCK,4650000,5444.964871194379,,9000,0,4,854,,,,6.0,0.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9000/9334145?searchId=61ff65254fa24,0.0,,0.0,0.014932673792554675,gent,East Flanders Province
2789,9698619,2,APARTMENT_BLOCK,150000,937.5,,7100,0,3,160,,3.0,,4.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/la-louviere/7100/9698619?searchId=61ff65254fa24,0.0,,0.0,,la-louviere,Hainaut Province
2790,9216095,2,APARTMENT_BLOCK,249000,2371.4285714285716,,4020,0,3,105,4.0,3.0,,3.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege-2/4020/9216095?searchId=61ff65254fa24,,,0.0,,liege-2,Liège Province
2792,9561778,2,APARTMENT_BLOCK,510000,1795.774647887324,,1630,1950,0,284,,6.0,76.0,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/linkebeek/1630/9561778?searchId=61ff65254fa24,,,0.0,,linkebeek,Flemish Brabant Province
2793,9638484,2,APARTMENT_BLOCK,550000,3437.5,,1030,0,3,160,4.0,4.0,,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/9638484?searchId=61ff65254fa24,,13.0,1.0,,schaerbeek,Brussels Capital Region
2794,9701783,2,APARTMENT_BLOCK,550000,1571.4285714285713,,1190,0,3,350,0.0,,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/9701783?searchId=61ff65254fa24,,,0.0,0.016534448490025937,forest,Brussels Capital Region
2795,9552426,2,APARTMENT_BLOCK,565000,565.0,,6840,0,1,1000,,,150.0,3.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/neufchateau/6840/9552426?searchId=61ff65254fa24,,400.0,1.0,0.07207986138620683,neufchateau,Luxembourg Province
2796,9717974,2,APARTMENT_BLOCK,710000,2439.8625429553263,,1780,1964,3,291,,3.0,,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/wemmel/1780/9717974?searchId=61ff65254fa24,,,0.0,0.008887266063388941,wemmel,Flemish Brabant Province
2799,9721954,2,APARTMENT_BLOCK,1050000,3000.0,,1050,1899,2,350,,,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9721954?searchId=61ff65273b06a,,,0.0,0.00738883166898034,ixelles,Brussels Capital Region
2802,9305560,2,APARTMENT_BLOCK,135000,519.2307692307693,,7700,0,1,260,,,315.0,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/mouscron/7700/9305560?searchId=61ff65273b06a,,,0.0,0.02185647409775304,mouscron,Hainaut Province
2804,9659839,2,APARTMENT_BLOCK,155000,1033.3333333333333,,5060,0,3,150,,2.0,,3.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/auvelais/5060/9659839?searchId=61ff65273b06a,,,0.0,0.003255219546473857,auvelais,Namur Province
2807,9572314,2,APARTMENT_BLOCK,239000,1405.8823529411766,0.8456845229825993,8930,0,3,170,4.0,4.0,,3.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/lauwe/8930/9572314?searchId=61ff65273b06a,0.0,,0.0,0.009455637730233585,lauwe,West Flanders Province
2808,9079177,2,APARTMENT_BLOCK,259000,1560.2409638554218,,7700,0,2,166,4.0,2.0,,1.5,,https://www.immoweb.be/en/classified/apartment-block/for-sale/mouscron/7700/9079177?searchId=61ff65273b06a,,,0.0,,mouscron,Hainaut Province
2809,9446957,2,APARTMENT_BLOCK,265000,981.4814814814815,,7320,0,3,270,,,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/bernissart/7320/9446957?searchId=61ff65273b06a,,,0.0,,bernissart,Hainaut Province
2811,9548186,2,APARTMENT_BLOCK,330000,1500.0,,6180,0,4,220,,6.0,,5.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/courcelles/6180/9548186?searchId=61ff65273b06a,,,0.0,0.016431108186963275,courcelles,Hainaut Province
2812,9306104,2,APARTMENT_BLOCK,375000,576.9230769230769,,4000,0,3,650,,,,,0.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/9306104?searchId=61ff65273b06a,0.0,,0.0,0.02252818606766034,liege,Liège Province
2816,9662815,2,APARTMENT_BLOCK,600000,1333.3333333333333,,6180,0,4,450,10.0,8.0,,6.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/courcelles/6180/9662815?searchId=61ff65273b06a,,,0.0,0.021598123340096382,courcelles,Hainaut Province
2817,8057685,2,APARTMENT_BLOCK,600000,8000.0,,9300,0,4,75,,1.0,,6.5,0.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/aalst/9300/8057685?searchId=61ff65273b06a,0.0,,0.0,,aalst,East Flanders Province
2822,9594539,2,APARTMENT_BLOCK,329000,2193.3333333333335,,1070,0,3,150,,4.0,14.0,3.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/9594539?searchId=61ff65273b06a,0.0,,0.0,,anderlecht,Brussels Capital Region
2826,9162872,2,APARTMENT_BLOCK,845000,2036.144578313253,,1081,1930,3,415,,6.0,,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/koekelberg/1081/9162872?searchId=61ff65273b06a,,,0.0,,koekelberg,Brussels Capital Region
2830,9373346,2,APARTMENT_BLOCK,175000,1666.6666666666667,,7130,1955,4,105,,2.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/binche/7130/9373346?searchId=61ff6528b005e,,,0.0,,binche,Hainaut Province
2835,9702405,2,APARTMENT_BLOCK,389000,2161.1111111111113,,1080,0,3,180,7.0,5.0,30.0,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/9702405?searchId=61ff6528b005e,,,0.0,0.0057353868199777475,molenbeek-saint-jean,Brussels Capital Region
2836,9576648,2,APARTMENT_BLOCK,425000,2931.0344827586205,,4100,0,3,145,4.0,5.0,9.0,5.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/seraing/4100/9576648?searchId=61ff6528b005e,0.0,,0.0,,seraing,Liège Province
2837,9713103,2,APARTMENT_BLOCK,480000,1432.8358208955224,,6043,0,4,335,,8.0,,7.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/ransart/6043/9713103?searchId=61ff6528b005e,,,0.0,,ransart,Hainaut Province
2840,9656900,2,APARTMENT_BLOCK,575000,2875.0,,1050,0,1,200,,,2.0,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9656900?searchId=61ff6528b005e,,9.0,1.0,0.003875261364849829,ixelles,Brussels Capital Region
2842,9516177,2,APARTMENT_BLOCK,1100000,2534.5622119815666,,2000,0,3,434,,5.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerp/2000/9516177?searchId=61ff6528b005e,,,0.0,0.005683716668446416,antwerp,Antwerp Province
2843,9697248,2,APARTMENT_BLOCK,1850000,2312.5,,2000,0,3,800,0.0,,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerp/2000/9697248?searchId=61ff6528b005e,,,0.0,,antwerp,Antwerp Province
2845,9651760,2,APARTMENT_BLOCK,245000,1361.111111111111,,4020,0,1,180,,3.0,,6.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4020/9651760?searchId=61ff6528b005e,,,0.0,,liege,Liège Province
2856,9596590,2,APARTMENT_BLOCK,220000,1047.6190476190477,0.4509924973248032,6040,0,4,210,4.0,4.0,35.0,1.5,0.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6040/9596590?searchId=61ff6528b005e,0.0,,0.0,0.01074739151851686,charleroi,Hainaut Province
2859,9449061,2,APARTMENT_BLOCK,325000,674.2738589211618,,5300,0,4,482,,6.0,,6.5,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/seilles/5300/9449061?searchId=61ff652a6394e,,,0.0,0.019893008339562455,seilles,Namur Province
2862,9418983,2,APARTMENT_BLOCK,450000,1956.5217391304348,,1070,0,3,230,4.0,8.0,8.0,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/9418983?searchId=61ff652a6394e,,,0.0,,anderlecht,Brussels Capital Region
2863,9614387,2,APARTMENT_BLOCK,540000,981.8181818181819,,6530,0,3,550,,8.0,,6.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/thuin/6530/9614387?searchId=61ff652a6394e,,,0.0,0.036530797132651054,thuin,Hainaut Province
2864,9616256,2,APARTMENT_BLOCK,625000,1698.3695652173913,,1070,0,2,368,4.0,8.0,,3.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/9616256?searchId=61ff652a6394e,,,0.0,0.0050636748500704435,anderlecht,Brussels Capital Region
2869,9715471,2,APARTMENT_BLOCK,920000,1027.9329608938547,,6031,0,4,895,,,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/monceau-sur-sambre/6031/9715471?searchId=61ff652a6394e,,,0.0,0.09274792199873924,monceau-sur-sambre,Hainaut Province
2876,9708835,2,APARTMENT_BLOCK,546000,1605.8823529411766,,1880,1967,3,340,,5.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/kapelle-op-den-bos/1880/9708835?searchId=61ff652a6394e,,,0.0,0.03193215364636259,kapelle-op-den-bos,Flemish Brabant Province
2878,9316309,2,APARTMENT_BLOCK,660000,1755.3191489361702,,2060,0,3,376,,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerp/2060/9316309?searchId=61ff652a6394e,,,0.0,,antwerp,Antwerp Province
2879,9445622,2,APARTMENT_BLOCK,750000,2678.5714285714284,,1070,2020,4,280,,4.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/9445622?searchId=61ff652a6394e,0.0,,0.0,,anderlecht,Brussels Capital Region
2882,9659381,2,APARTMENT_BLOCK,225000,1323.5294117647059,,4500,0,4,170,4.0,3.0,,3.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/huy/4500/9659381?searchId=61ff652a6394e,,,0.0,,huy,Liège Province
2884,8029947,2,APARTMENT_BLOCK,400000,1600.0,,9600,0,4,250,,4.0,,7.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/ronse/9600/8029947?searchId=61ff652a6394e,0.0,,,0.012814197579770101,ronse,East Flanders Province
2895,9637044,2,APARTMENT_BLOCK,650000,2166.6666666666665,,1030,0,3,300,,5.0,,1.5,,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/9637044?searchId=61ff65301aff5,,,0.0,,schaerbeek,Brussels Capital Region
2897,9446607,2,APARTMENT_BLOCK,699000,1963.4831460674156,,3300,1960,1,356,,7.0,,,0.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/tienen/3300/9446607?searchId=61ff65301aff5,,,0.0,0.0204613800064071,tienen,Flemish Brabant Province
2905,9706514,2,APARTMENT_BLOCK,899000,3329.6296296296296,,1050,0,4,270,4.0,6.0,,4.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9706514?searchId=61ff65301aff5,,50.0,1.0,0.009455637730233585,ixelles,Brussels Capital Region
2930,9688681,2,APARTMENT_BLOCK,599000,2995.0,,1140,0,3,200,4.0,3.0,,1.5,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/evere/1140/9688681?searchId=61ff6531922b2,,,0.0,0.004546973334757134,evere,Brussels Capital Region
2931,8845338,2,APARTMENT_BLOCK,720000,2360.655737704918,,1430,2020,4,305,,5.0,100.0,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/rebecq/1430/8845338?searchId=61ff6531922b2,,,0.0,0.01023069000320355,rebecq,Walloon Brabant Province
2934,9539452,2,APARTMENT_BLOCK,1295000,3237.5,,1000,0,4,400,10.0,7.0,20.0,4.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles-ville/1000/9539452?searchId=61ff6531922b2,,60.0,1.0,0.01023069000320355,bruxelles-ville,Brussels Capital Region
2936,8504109,2,APARTMENT_BLOCK,240000,1200.0,,5600,0,4,200,,4.0,,6.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/philippeville/5600/8504109?searchId=61ff6531922b2,,,0.0,,philippeville,Namur Province
2939,9560506,2,APARTMENT_BLOCK,295000,3687.5,,4000,0,3,80,,1.0,20.0,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/9560506?searchId=61ff6531922b2,0.0,,0.0,0.006097077880697065,liege,Liège Province
2943,9536490,2,APARTMENT_BLOCK,895000,2105.8823529411766,,1060,0,2,425,,10.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/9536490?searchId=61ff6531922b2,,,0.0,0.0050636748500704435,saint-gilles,Brussels Capital Region
2947,9731282,2,APARTMENT_BLOCK,899000,3329.6296296296296,,1050,0,4,270,4.0,6.0,,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9731282?searchId=61ff6531922b2,,50.0,1.0,0.009455637730233585,ixelles,Brussels Capital Region
2950,9542718,2,APARTMENT_BLOCK,589000,2945.0,,1050,0,1,200,,,5.0,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9542718?searchId=61ff653755bfa,,,0.0,,ixelles,Brussels Capital Region
2960,9681757,2,APARTMENT_BLOCK,535000,2972.222222222222,,2060,0,4,180,4.0,4.0,,6.0,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerp/2060/9681757?searchId=61ff653755bfa,,,0.0,0.0024801672735038907,antwerp,Antwerp Province
2963,9625243,2,APARTMENT_BLOCK,7750000,2406.832298136646,,1210,0,3,3220,,,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/9625243?searchId=61ff653755bfa,0.0,,0.0,,saint-josse-ten-noode,Brussels Capital Region
2968,9634305,2,APARTMENT_BLOCK,415000,1729.1666666666667,,6001,0,3,240,,6.0,,6.5,,https://www.immoweb.be/en/classified/apartment-block/for-sale/marcinelle/6001/9634305?searchId=61ff653755bfa,,,0.0,,marcinelle,Hainaut Province
2969,9647407,2,APARTMENT_BLOCK,489000,2747.191011235955,,9300,1850,3,178,10.0,4.0,,6.5,,https://www.immoweb.be/en/classified/apartment-block/for-sale/aalst/9300/9647407?searchId=61ff653755bfa,,,0.0,,aalst,East Flanders Province
2974,9655113,2,APARTMENT_BLOCK,760000,2533.3333333333335,,1050,1890,1,300,7.0,6.0,,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9655113?searchId=61ff653755bfa,,60.0,1.0,0.007647182426636997,ixelles,Brussels Capital Region
2988,9657080,2,APARTMENT_BLOCK,875000,3181.818181818182,,1040,0,3,275,,6.0,12.0,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/9657080?searchId=61ff6538f14bb,,68.0,1.0,0.007750522729699658,etterbeek,Brussels Capital Region
2989,9711525,2,APARTMENT_BLOCK,899000,3329.6296296296296,,1050,0,4,270,4.0,6.0,,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/9711525?searchId=61ff6538f14bb,,50.0,1.0,0.005580376365383754,ixelles,Brussels Capital Region
2991,8864708,2,APARTMENT_BLOCK,1200000,1756.9546120058565,,1430,0,4,683,,8.0,100.0,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/rebecq/1430/8864708?searchId=61ff6538f14bb,,100.0,1.0,0.025731735462602864,rebecq,Walloon Brabant Province
2992,9520256,2,APARTMENT_BLOCK,1499000,912.3554473524041,,1080,0,4,1643,,,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/9520256?searchId=61ff6538f14bb,,,0.0,0.04996503653079713,molenbeek-saint-jean,Brussels Capital Region
3005,9731918,2,APARTMENT_BLOCK,1295000,3237.5,,1000,0,4,400,10.0,7.0,20.0,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles-ville/1000/9731918?searchId=61ff6538f14bb,,60.0,1.0,0.01023069000320355,bruxelles-ville,Brussels Capital Region
3030,9624113,2,APARTMENT_BLOCK,400000,1666.6666666666667,,1080,0,1,240,0.0,4.0,5.0,,2.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/9624113?searchId=61ff653a6a623,,,0.0,,molenbeek-saint-jean,Brussels Capital Region
3035,9573372,2,APARTMENT_BLOCK,1195000,2655.5555555555557,,2440,0,4,450,,4.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/geel/2440/9573372?searchId=61ff653a6a623,,,0.0,,geel,Antwerp Province
3039,8139679,2,APARTMENT_BLOCK,1275000,2125.0,,2000,0,4,600,,16.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerp/2000/8139679?searchId=61ff653be19e2,,,0.0,,antwerp,Antwerp Province
3040,9009047,2,APARTMENT_BLOCK,1550000,956.7901234567901,,1081,0,1,1620,,36.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/koekelberg/1081/9009047?searchId=61ff653be19e2,,,0.0,,koekelberg,Brussels Capital Region
3041,9009562,2,APARTMENT_BLOCK,6500000,3611.1111111111113,,9000,0,4,1800,,70.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9000/9009562?searchId=61ff653be19e2,,,0.0,,gent,East Flanders Province
3049,9009236,2,APARTMENT_BLOCK,980000,2641.509433962264,,2000,0,4,371,,6.0,,,,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerp/2000/9009236?searchId=61ff653be19e2,,,0.0,,antwerp,Antwerp Province
3078,9740803,1,GROUND_FLOOR,275000,3055.5555555555557,,2830,1999,3,90,4.0,2.0,8.0,6.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/willebroek/2830/9740803?searchId=61ff66ab893c5,,,0.0,,willebroek,Antwerp Province
3154,9494640,1,GROUND_FLOOR,325000,3611.1111111111113,,1200,1984,1,90,0.0,2.0,10.0,5.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/9494640?searchId=61ff66b113c6d,0.0,30.0,1.0,,woluwe-saint-lambert,Brussels Capital Region
3182,9590066,1,GROUND_FLOOR,475000,2328.4313725490197,,8000,1967,3,204,4.0,3.0,,6.0,,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/9590066?searchId=61ff66b2a65fb,0.0,,0.0,,brugge,West Flanders Province
3186,9736143,1,GROUND_FLOOR,280000,3111.1111111111113,,1060,1980,2,90,7.0,2.0,,4.0,,https://www.immoweb.be/en/classified/ground-floor/for-sale/saint-gilles/1060/9736143?searchId=61ff66b2a65fb,0.0,,0.0,,saint-gilles,Brussels Capital Region
3187,9732552,1,GROUND_FLOOR,275000,4365.079365079365,,1180,2017,3,63,10.0,1.0,12.0,6.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/9732552?searchId=61ff66b2a65fb,0.0,38.0,1.0,,uccle,Brussels Capital Region
3188,9726681,1,GROUND_FLOOR,289000,3211.1111111111113,,2020,2016,4,90,10.0,2.0,,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2020/9726681?searchId=61ff66b2a65fb,0.0,35.0,1.0,,antwerpen,Antwerp Province
3189,9342923,1,GROUND_FLOOR,880000,4607.3298429319375,,1040,1912,4,191,10.0,3.0,30.0,,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/etterbeek/1040/9342923?searchId=61ff66b2a65fb,0.0,122.0,1.0,,etterbeek,Brussels Capital Region
3190,9718889,1,GROUND_FLOOR,720000,7272.727272727273,,8300,2007,4,99,10.0,2.0,,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/knokke-heist/8300/9718889?searchId=61ff66b2a65fb,0.0,,0.0,,knokke-heist,West Flanders Province
3191,9689976,1,GROUND_FLOOR,300000,3125.0,,1300,2021,4,96,4.0,2.0,10.0,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/9689976?searchId=61ff66b40e585,0.0,146.0,1.0,,wavre,Walloon Brabant Province
3192,9506968,1,GROUND_FLOOR,344000,3621.0526315789475,,1200,2023,4,95,10.0,2.0,10.0,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/9506968?searchId=61ff66b40e585,,48.0,1.0,,woluwe-saint-lambert,Brussels Capital Region
3193,9564870,1,GROUND_FLOOR,575000,5693.069306930693,,1180,2022,4,101,10.0,2.0,23.0,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/9564870?searchId=61ff66b40e585,0.0,,0.0,,uccle,Brussels Capital Region
3194,9700300,1,GROUND_FLOOR,936000,6410.958904109589,,1160,2022,4,146,10.0,3.0,95.0,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/9700300?searchId=61ff66b40e585,0.0,278.0,1.0,,auderghem,Brussels Capital Region
3195,9610932,1,GROUND_FLOOR,1100000,3886.9257950530036,,1332,2021,4,283,10.0,4.0,63.0,7.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/genval/1332/9610932?searchId=61ff66b40e585,0.0,537.0,1.0,,genval,Walloon Brabant Province
3196,9725369,1,GROUND_FLOOR,599000,3327.777777777778,,1050,1870,2,180,0.0,2.0,37.0,1.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/ixelles/1050/9725369?searchId=61ff66b40e585,0.0,37.0,1.0,,ixelles,Brussels Capital Region
3197,9725371,1,GROUND_FLOOR,599000,3327.777777777778,,1060,1870,2,180,0.0,2.0,37.0,1.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/saint-gilles/1060/9725371?searchId=61ff66b40e585,0.0,37.0,1.0,,saint-gilles,Brussels Capital Region
3198,9609754,1,GROUND_FLOOR,195000,3679.245283018868,,1030,1959,4,53,10.0,1.0,30.0,5.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/9609754?searchId=61ff66b40e585,0.0,30.0,1.0,,schaerbeek,Brussels Capital Region
3199,9645332,1,GROUND_FLOOR,210000,3088.235294117647,,1050,1975,2,68,0.0,1.0,,6.0,,https://www.immoweb.be/en/classified/ground-floor/for-sale/ixelles/1050/9645332?searchId=61ff66b40e585,0.0,,0.0,,ixelles,Brussels Capital Region
3200,9607954,1,GROUND_FLOOR,328000,2376.8115942028985,,1030,1963,4,138,10.0,2.0,13.0,1.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/9607954?searchId=61ff66b40e585,0.0,,0.0,,schaerbeek,Brussels Capital Region
3201,9662723,1,GROUND_FLOOR,329000,3290.0,,3000,1964,3,100,4.0,2.0,6.0,6.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/leuven/3000/9662723?searchId=61ff66b40e585,,,0.0,,leuven,Flemish Brabant Province
3202,9708805,1,GROUND_FLOOR,339000,3852.2727272727275,,1020,1960,4,88,4.0,2.0,18.0,3.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/laeken/1020/9708805?searchId=61ff66b40e585,0.0,80.0,1.0,,laeken,Brussels Capital Region
3203,9541207,1,GROUND_FLOOR,425000,4047.6190476190477,,1150,1989,4,105,4.0,2.0,,5.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-pierre/1150/9541207?searchId=61ff66b40e585,0.0,80.0,1.0,,woluwe-saint-pierre,Brussels Capital Region
3204,9625973,1,GROUND_FLOOR,657000,5814.159292035398,,1160,2020,4,113,10.0,2.0,36.0,7.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/9625973?searchId=61ff66b40e585,0.0,47.0,1.0,,auderghem,Brussels Capital Region
3205,9681768,1,GROUND_FLOOR,440000,3142.8571428571427,,1410,2022,4,140,10.0,3.0,,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/waterloo/1410/9681768?searchId=61ff66b40e585,,,0.0,,waterloo,Walloon Brabant Province
3206,9639288,1,GROUND_FLOOR,329000,3103.7735849056603,,1060,1961,4,106,10.0,2.0,6.0,3.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/saint-gilles/1060/9639288?searchId=61ff66b40e585,0.0,,0.0,,saint-gilles,Brussels Capital Region
3207,9610885,1,GROUND_FLOOR,355000,3198.198198198198,,1200,1974,4,111,10.0,2.0,40.0,3.0,,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/9610885?searchId=61ff66b40e585,0.0,100.0,1.0,,woluwe-saint-lambert,Brussels Capital Region
3208,9587331,1,GROUND_FLOOR,480000,3720.9302325581393,,1200,2001,3,129,4.0,3.0,22.0,4.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/9587331?searchId=61ff66b40e585,0.0,104.0,1.0,,woluwe-saint-lambert,Brussels Capital Region
3209,9714622,1,GROUND_FLOOR,549000,2904.7619047619046,,1640,2005,4,189,10.0,2.0,40.0,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/rhode-saint-genese/1640/9714622?searchId=61ff66b40e585,0.0,,0.0,,rhode-saint-genese,Flemish Brabant Province
3210,9627413,1,GROUND_FLOOR,585000,4875.0,,1150,2001,3,120,10.0,2.0,150.0,4.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-pierre/1150/9627413?searchId=61ff66b40e585,0.0,,0.0,,woluwe-saint-pierre,Brussels Capital Region
3211,9694325,1,GROUND_FLOOR,595000,4103.448275862069,,8300,1980,4,145,10.0,3.0,10.0,4.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/knokke-heist/8300/9694325?searchId=61ff66b40e585,0.0,,0.0,,knokke-heist,West Flanders Province
3212,9645248,1,GROUND_FLOOR,635000,4635.036496350365,,1150,2004,3,137,10.0,3.0,43.0,6.0,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-pierre/1150/9645248?searchId=61ff66b40e585,0.0,152.0,1.0,,woluwe-saint-pierre,Brussels Capital Region
3213,8846654,1,GROUND_FLOOR,657000,5763.1578947368425,,1160,2022,4,114,10.0,2.0,36.0,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/8846654?searchId=61ff66b40e585,0.0,48.0,1.0,,auderghem,Brussels Capital Region
3214,9396695,1,GROUND_FLOOR,4950000,26329.787234042553,,8300,1969,4,188,10.0,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/knokke-heist/8300/9396695?searchId=61ff66b40e585,0.0,350.0,1.0,,knokke-heist,West Flanders Province
